epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,1936.22,1.05975,0.52551,0.98972,0.92119,0.94747,0.97648,0.73644,1.09889,0.46587,1.00458,0.001043,0.001043,0.001043
147,1949.59,1.04764,0.5209,0.98254,0.9209,0.94727,0.97469,0.72958,1.13719,0.47437,1.00787,0.0010364,0.0010364,0.0010364
148,1962.95,1.05353,0.52814,0.982,0.9101,0.959,0.97394,0.73295,1.10612,0.46901,0.99999,0.0010298,0.0010298,0.0010298
149,1975.99,1.03565,0.51711,0.98491,0.93023,0.93743,0.97612,0.73458,1.10264,0.46287,1.00422,0.0010232,0.0010232,0.0010232
150,1989.23,1.04283,0.51529,0.98478,0.92771,0.93997,0.97525,0.7306,1.13051,0.47269,1.01195,0.0010166,0.0010166,0.0010166
151,2002.45,1.04433,0.5204,0.9853,0.91557,0.95264,0.97754,0.73554,1.10598,0.46479,0.99823,0.00101,0.00101,0.00101
152,2015.51,1.02887,0.51057,0.97991,0.91243,0.95801,0.97497,0.73481,1.14303,0.46525,1.01312,0.0010034,0.0010034,0.0010034
153,2028.9,1.05394,0.52015,0.98505,0.91435,0.95396,0.97855,0.73893,1.12004,0.46784,1.00489,0.0009968,0.0009968,0.0009968
154,2042.14,1.02841,0.50674,0.97696,0.91893,0.95202,0.97707,0.73321,1.13432,0.47002,1.01387,0.0009902,0.0009902,0.0009902
155,2055.35,1.0513,0.52035,0.97988,0.91496,0.9561,0.97621,0.7339,1.13263,0.47602,1.01152,0.0009836,0.0009836,0.0009836
156,2068.7,1.03704,0.51883,0.982,0.92628,0.93868,0.97771,0.73596,1.11391,0.47194,1.00287,0.000977,0.000977,0.000977
157,2081.85,1.04925,0.51763,0.98512,0.92655,0.94239,0.97692,0.73139,1.12896,0.46933,1.00899,0.0009704,0.0009704,0.0009704
158,2094.83,1.04118,0.52138,0.98689,0.93062,0.93654,0.9768,0.73209,1.11855,0.47208,1.0133,0.0009638,0.0009638,0.0009638
159,2108,1.04392,0.51697,0.98822,0.91322,0.96092,0.9758,0.73984,1.101,0.47787,1.00111,0.0009572,0.0009572,0.0009572
160,2121.43,1.04295,0.51419,0.98203,0.92515,0.94482,0.97501,0.72834,1.11915,0.4675,1.00897,0.0009506,0.0009506,0.0009506
161,2134.71,1.0482,0.51499,0.98355,0.92967,0.93359,0.9747,0.73721,1.11492,0.46672,1.006,0.000944,0.000944,0.000944
162,2147.77,1.02417,0.50569,0.98019,0.91244,0.96171,0.97539,0.73451,1.11602,0.47159,1.00814,0.0009374,0.0009374,0.0009374
163,2161.47,1.05367,0.51673,0.98253,0.93004,0.93466,0.9765,0.73594,1.1102,0.47584,1.00561,0.0009308,0.0009308,0.0009308
164,2174.78,1.05003,0.52062,0.98113,0.91343,0.95831,0.97842,0.74086,1.11764,0.46402,1.0078,0.0009242,0.0009242,0.0009242
165,2187.98,1.02623,0.51017,0.97812,0.90779,0.96618,0.97764,0.74467,1.09068,0.46618,1.00178,0.0009176,0.0009176,0.0009176
166,2201.3,1.03673,0.5099,0.98114,0.90966,0.96372,0.97728,0.73734,1.13494,0.46826,1.00976,0.000911,0.000911,0.000911
167,2214.44,1.0348,0.5089,0.9827,0.91135,0.95877,0.97906,0.73909,1.10705,0.46789,1.00275,0.0009044,0.0009044,0.0009044
168,2227.61,1.04121,0.52117,0.98375,0.92672,0.94434,0.97783,0.74266,1.09813,0.46947,0.99691,0.0008978,0.0008978,0.0008978
169,2240.89,1.0267,0.50787,0.97796,0.9148,0.95605,0.9777,0.74165,1.1218,0.4716,1.00876,0.0008912,0.0008912,0.0008912
170,2253.96,1.01715,0.50589,0.97658,0.91105,0.95801,0.97781,0.73754,1.11232,0.45955,1.01007,0.0008846,0.0008846,0.0008846
171,2267.39,1.04804,0.51851,0.97929,0.92932,0.94434,0.97869,0.74348,1.09353,0.46776,0.9989,0.000878,0.000878,0.000878
172,2280.74,1.04093,0.51468,0.98119,0.91833,0.94775,0.97695,0.73595,1.10478,0.45532,1.0005,0.0008714,0.0008714,0.0008714
173,2293.76,1.03709,0.51239,0.98699,0.91611,0.95361,0.97381,0.72728,1.1447,0.46391,1.01437,0.0008648,0.0008648,0.0008648
174,2307.15,1.03347,0.51693,0.97549,0.90997,0.96045,0.97512,0.7326,1.12582,0.46487,1.00818,0.0008582,0.0008582,0.0008582
175,2320.51,1.02719,0.50352,0.97808,0.92634,0.94561,0.97931,0.7416,1.10039,0.4503,1.00428,0.0008516,0.0008516,0.0008516
176,2333.76,1.02798,0.50112,0.97503,0.92735,0.94118,0.9789,0.7417,1.10188,0.46356,1.00156,0.000845,0.000845,0.000845
177,2346.91,1.03089,0.50611,0.98526,0.92787,0.93896,0.97752,0.74139,1.11274,0.46346,1.00646,0.0008384,0.0008384,0.0008384
178,2360.06,1.02644,0.50711,0.98028,0.92396,0.94924,0.97766,0.73931,1.12077,0.46341,1.0112,0.0008318,0.0008318,0.0008318
179,2373.26,1.01685,0.49663,0.97232,0.91461,0.95707,0.97268,0.73376,1.12039,0.45985,1.01079,0.0008252,0.0008252,0.0008252
180,2386.31,1.02572,0.50547,0.97422,0.91061,0.96501,0.97786,0.74238,1.11654,0.46778,1.00759,0.0008186,0.0008186,0.0008186
